label,text
gender_hate,نصيحہ مهمہ للبناتاذا جيتي تتصورين وودك تسوي فمك السمكهقولي فول مو اللحين ياخبله اذا
identity-based,ذبحونا بالاخلاق هالتنظيم الخبيث ماعاد اخلاق جوار اي شيء
gender_hate,البنات ودك تهجرها لين تعفن دافع دم قلبي عشان تجي تستهبل
racisme,كلام مءه بالمءه صحيحلان البعض عنده مشكله فهم يحبون الكويت بالحقيقه كالافعي تختبء الشعارات لتلدغك لقتلكالمهم سلملي علي كرامه وطن واكادميه التغييراما المملكه والحوثي يدعمه فعيالنا وعيال الخليج المخلصين بيدوسون علي راسك انت معاهم
racisme,اليمن مدمر تولي صالح الحكم بالنسبه للحوثيين عرض جدول اعمال للرياض لاكن تعرض للجزمه لانهم فاشلين لايعتمد عليهم قرود الكهوف باختصار اهل الجنوب اليمني شرفاء ورجال واهل الشمال خونه ومطايا وجهلاء وسذج ومتخلفين قريبا نفصل الجنوب ونسلم الشمال لطارق انتهي
gender_hate,تنافس البنات اللي خقوا بالتفاهه
identity-based,الله تضيق صدورهم اذا شافو سعودي منصب او احد مدح سعودي وكان ماكلين حلال ابوهم الله يخارجهم ارضنا هالزبالين
racisme,خلصنا غمزه البنت الهنديه ورءي الصبان طحنا بباءع الكليجا والقادم احلا شريحه المجتمع اللي طايحه باالقاع
racisme,الجمس الاسود يمر ويسحبون بركبك السود عشان تكبين التريقه مره
gender_hate,يوه ازعجو اهلي مكان يطلع ولله وفي البنات يستحو يصوره شوي واحده مصورته
gender_hate,عجزت اشوف الوسامه مستغربه المخفات اللي سووا الصجه هوه عادي اقل عادي ايش نقول المشفوحات يع
racisme,بقيت خسه ودناءه قل قطرلادين عفه ولاحيا ادبديره تجمع فيهاكلاب ونورخيانه وغدر وجبن وكذب
gender_hate,مدافع احد قال الي يشوفه وصدق زي مافي جهل وقله حياء بالبنات نفسه الرجال وبدون صيغه التعميم طبعن والله يستر علينا التخلف الي جالس يصير
gender_hate,يابنات مو الله يفشلكم
gender_hate,اشوف الغيره ولعت باالرجال شكلكم نسيتو بنت ترامب يوم تنابحون بكل مواقع التواصل عشانها
gender_hate,اذا انعدم الحياء الرجال والا المراءه عادي تشوف هالهشتاقات شخص حتي وسيم يترزق الله اصلا باي وجه حق تصوره عالم همج
gender_hate,المشكله البنات المجتمعات مصدقات انه يفكر ياخذ وحده منهن يفكر ببنت تروح تلاحق الرجال جيل تربي الاسف
identity-based,المفروض تتعنفون لانكم طلعتواجيل فاسدفارغ ينفع نفسه مابالك باهلهانعدام حياءواخلاق نشوفهابالشارع والمولاتالجيل الي قبلكم ربوه المدرسين وربوه بالبيتاماانتم اسخف واجهل واغبي منكم مافيهجيل فاسدفارغ بكل ماتعنيه الكلمهنحتاج تجنيداجباري يعدل سلوككم وقصصكم وسواراتكم
racisme,غصب بتحطينها سعوديه هه اقسم بالله ان اصلها مو سعودي وان اجدادها كانو عبيد قبيله سعوديه وبعدها تجنسو واخذو لقب القبيله الي اشتغلو عندهم وبدل شاده حيلك بدفاع عنها علقتي حركاتها الماسخه مو تسوين نفسك فاهمه بدين وانتي تدافعين وحده سوت الي ماسوه الاجانب
identity-based,نادي وضيع وين صوره نمرنا
gender_hate,خلاص يالمشفوحات فشلتننا سمح يصورن بدون استاذن قليلات الحياء حتي مستحي وهن سعه وجهه الحمددلله عافانا
racisme,وديع عندما قلت ان مشكلتك انك تحب القطريين تضع يدك علي الجرح ساساعدك تشخيص مشكلتك الاساسيه انا اشوف معاناتك سببها انك تبن هه يالله المريض اللي بعده
gender_hate,تعرف رخص البنات
racisme,يع شعب غبي يجعل الحمقي مشاهير بعدين يجون يسوون حمله تبليك المشاهير احلفوا غاسله ايدي منهم بنات واولاد
racisme,انه اتكالي وكسول ومعتوه لهجته قصيميه
religion_hate,ليليان ودنك حفيده صهيون ايوه ودنك ودن الخنزير ديقربي كده ايوه ايوه قربي كمان
gender_hate,الرخيصه مكانها الحقيقي الشارع والاستراحات وهذولا اللي بالتاق عينه منهم
gender_hate,ماعاد حريم تستحي
identity-based,جايتني وحده تقول اعرف اذا انا ملحده والا خير وش شايفتني بنت ابليس حسبي الله
gender_hate,معاد بناتت يستحون
gender_hate,وربي مصخره تفشلت ومالي دخل وش هالعنيه البنات اعوذ بلله حيا حتي كرامه والله فءه غبيه بعدين شسالفه صايرين هالايام يشهرون اللي يسوا واللي يسوا طفشتونا تري تخلف
gender_hate,اجل صفي الخرفان الاولين عليكم الله تستحقون الوحده صارت عار اهلها بكره تتزوجين وتتذكرين ماضيك الرجال تركضين
gender_hate,حقين السحليه البناتي خربوا الجو
gender_hate,فضحتونا الله يفضحكم شيخ خفيفات كانكم ماعمركم شفتو ولد مزيون اوفر اللي جالس يصير تفو عليكم يالمخفات هالعقليات المريضه ماتمثل السعوديات كلهم فعلا مشفوحات وتفو علي اللي جالس ينشر اخبار زي ويبي يرجع سوقهم بالمشاهدات
racisme,رد علي النجس ولد النجس للعالم ان حكومه فعلن نجسه وتمول الارهاب والحوثين وشاركت خيانه قوات التحالف تفو يالكذبه وعلي حكومتك وعلي المحايدين فوقكم
gender_hate,الرجال متزوج حسبي الله عليكم بنات خرفان
identity-based,اقول علي شحم القادسيه زعيم الكويت ان تعديت بطولاته تكلم الله يخلي ضربات الجزاء اللي خلتكم تاخذون بطولات منا صك دفاع والعب بلنتيات بكاس ولي العهد هالسنه اخذلتكم والدوري طريق محكمه اداريه القسم الثاني بالدوري دايم نفوز اذكرك بهاترك بدران اهداف رضا هاني والشيخ
racisme,ويع لمزروعي واماراتي خله النثيه
racisme,هه اظن عمرك ماتعدا هه جاهل ماتعر تهرج حنا ديرنا بحر للبحر ياخبل واتنم قرود الطايف
racisme,المصاريه
identity-based,تعادل وانتم اكمل نجموكم بعناصركم الي اكبر ناديكم واحنا عدنان فلاته ظهيرنا عكاشي هجمونا خنقه اكبر
racisme,فعلا كلام اخونا عبد الحميد العمري التستر لاعب فينا لاعب بقالات حلاقين محلات سباكه ورش سيارات ومحلات عطورات الخ والسعودي اخر الشهر ياخذ الطفس مايدري المسكين السعودي الي متستر علي العماله انه واهله وجيرانه ومجتمعه اول المتضررين يمكن يفتح مطعم ومايدري شي وشف التسممات
gender_hate,تفوز الفءه الشباب اللي يتغزلون بمشهورات الخرفان البنات اللي يتغزلون بشباب بشكل مقزز الفءه الاكثر حومه كبد بعالم الانترنت
gender_hate,لان اذا اسقطت الولايه النساء بيصدقون انهم كانو محبوسين وخذلك مخنثه
gender_hate,ترند لرجل عادي جدا خير يابنات وش تحسون بوه الي صاير فيكم تشوفون قرد بتخقون ارتقو شوي واثقلو تري جاي يترزق الله عيب وشق جيب يالي تسرخون
gender_hate,بخصوص البنات الي متجمعين قديش انتي رخيصه
gender_hate,الحين تاكدت ان عندنا خروفات
identity-based,بنك الرياض فكونوا منكم حراميه نصابين خلونا نستلم الصندوق التنميه العقاري المبلغ كامل الصندوق نفسه الف ونقدا فواءد جعلكم ماتعينون خير يارب
gender_hate,شيء اسمه خلع اخلعيه وارتاحي الظلم والله الحريم شيء يقتل قسما اني مكانك يتربي تربيه تربها اهله
identity-based,التاق طلع معا اسقاط الولايه المستفيد والله انكم بهاءم اي تاق يجي تطيرون معه
racisme,وماذا تتوقعون هرب بعباءه امراءه وسلم مدنه ومخازن اسلحته للحوثي وكان تحته اكثر الف جندي ال احمر
identity-based,الحزبي يقول تدعمون الدول العربيه يحكمها العسكر فقط وليس العسكري نفسه اشرف
gender_hate,بنات الرياض طاحوا عيني
racisme,اما يكون قانون شديد العقوبه لكل متسبب بهذي القذاره والمنظر الغير حضاري او بلاها نريد اعياد وطنيه نريد مناسبه ذكري تحرير الكويت والسبب سلوك الهمج ابناء وطني يملكون ذره حب وغيره علي وطنهم
identity-based,يع يعع نخلص ايفانكا وروي الصبان ونجي لهذا ميوت للكليجا والقصيم شهر
gender_hate,الاسوا المراهقات الي بالهاشتاق الا الخرفان الي حاطين صورهم ويتميلحون يعني اني احلي
gender_hate,والله والله عيب وقله حياء فعلا الرجال جاي يترزق الله وانتو كرهتو عيشته علي طول شهرتو واضح تصرفاته انه قرفان المبزره والهمج اللي عندنا متي الله يفكنا الاشكال المتخلفه
racisme,عصابه عاوزه الدبحواسمها حكومهوزيره الهجره المصريين بالخارج عايزين يصوتوا بدماءهم ويبحثون مشرطلا وانتي الصادقه ده احنا بنبحث ساطور نطير رقبه امثالكجري ايه حاجهصوتوا عليكي ساعه وسكتوا شيخه
gender_hate,ناءحه خلاص انكشفت دناءتك حتي الناس العاقله تعد ترد يعزز الا كلاب الحمارين نشتاق لرءيتك لنكرمك
racisme,العيال مسوين مءدبين نسيتوا انكم تخقون حتي عع الشغاله يالله انك تشفيهم
identity-based,احنا شاردين الفضاءيات العربيه القماميه قصه محتوي يحترم العقل والمنطق وهمجيه طول مايبغالها تفكير علشان لايغثوني خدمه حذف حذفتها
gender_hate,فضحتونا ياخفيفات وحده شوهت سمعتنا كـبنات وجعلتم العالم يظنونا جميعا اشباهككم
racisme,مدري متي نفتك ورعنه اصاحب المنتاجات والله مسلسل تركي المقاطع عيب عيب تادبو
identity-based,اعوذبالله الواحد ماعاد يرتاح معكم فتره الرجال طايرين بنت ترامب فشلونا واللحين البنات طايرين بايع الكليجا صدق انكم شعب مسعور ومو شايف خير الله يخارجني مجتمعكم المتخلف هاذا علي خير كرهت الحياه منكم
racisme,ماهزت شعره رءوسكم وتميم والوزير نامق يلفون العالم يبكون يقولو يتم غزو قطر النباح تركناه قناه الخنزيره فهي لسان تميم القذر واذا محنا كفو انتهي الحال
gender_hate,الحين الشباب قايمين البنات ليش خاقين المز طيب نسيتو بنت ترامب لمن صرتو خرفان عندها وبعد خرفان حطو شيلات
racisme,ترامب دفع الف لنجمه افلام اباحيه تردد انها اقامت علاقات جنسيه ترامب توليه منصبهفي بيان نشرته وساءل اعلام امريكيه انه استخدم امواله الشخصيه لتسهيل الدفع السري فلوس الخليج وسلمانكو البقره الحلوب
identity-based,ولاد عبد الناصر مليارديراتولاد السادات مليارديراتولاد مبارك مليارديراتولاد الوسخه واقفين يهتفوا للعسكر
racisme,الحيوانات وشبها ماغلطت السعودي ياما للعنه
racisme,روح شريفه ليه تروح غزوكم وسط ديرتكم
racisme,وينهم عنك امريكا النفط وعن غيرك السعوديه النفط كانت بتعاني مجاعه مافتكرت بلاش عبوديه
religion_hate,هه لانها ماغدرت فيكم شريفه تقتل اخواننا السنه برضو شريفه الله لايبلانا
gender_hate,ثقل دم بنات المتوسط الثانوي
gender_hate,ذهبت تشتري فستان فاعجبها حذاء فاشترت حقيبههكذا النساءويجيك يقولابي وحده تفهمنيخل تفهم نفسها بالاول
racisme,اقول تركي بعر انت وربعك والذباب الالكتروني دليم الفلس جعلك تفدي قطر وثري ارجيل اميرها تميم المجد وشعبهيا الضفعه حتي المتوت نعمه اللهباذن الله تعالي كاس العالم فقطر
racisme,يـا امـه ضحـكت مـن جهلهـا الامم
gender_hate,اسال الله بحوله وقوته ان يحفظ دينه وان يكفيه شر فتنه النساء وان الله يرزقه بالزوجه الصالحه اللي تفسح قلوب اللي صورنه فسح هول الصدمه تجيهن سكته سءال للبنات اللي يصورونه فتح غطايه الصرف صحي عنكن وخرجكن اش الرخص والقرف اللي انتن
racisme,شعب غريب يدخن بـ الحمام ويبول فـ الشارع
racisme,والنعم فكرت ابيع كليجا خايف الاسبانيات يخقونلاني اجمل الله يعين اللي يشتهر بنات ايامه تعيسه
racisme,تعلم ان الموفد الوهابي وصل لبنان قادم للنباح ضد حزب اللهخلال اسبوعين تم تركيز البيت الاسود علي لبنان بزياره معاون وزير الخارجيه ساترفيلد استمرت اياموهل تعلم انه عندما سفيراكان منحاز ضد حزب اللهوهل تعلم انه علي علاقه سريهمع سوريه
racisme,اشعر بالاشمءزاز والغثيان عندما اتذكر ان سليطين الطرطور يريدونه ان يكون حاكما لـ نستبدل ادن
identity-based,عندك جمهور اصلن نصهم يشجعون الوحده يا طحلب
gender_hate,قلبنا يابنت خلينا حلوين يعني انتم وش يجملكم الميك اب
gender_hate,البت الي بتحبها وجيت ترتبط بيا انا اه الي قلتلي شوفلك كلبه
gender_hate,الله يفضحكم بنات عز الله ماربيتم
gender_hate,الواحد يفكر بعقل شوي ترا محاسبين والله علي هالسخافهوبعدين ترفعون تاق وش تغير فيكم شي زاد فيكم شي والله صرت استحي اني اقول هذول بنات السعوديه اجتمعت عندهم قله الادب والوقاحه
racisme,انتهي وفشل خلاف الخليج الخاءن وارجعت الخنزيره البعض مشاهديها خذلتهم كذب القناه والان تدخل هءلاء الصهاينه بيوتنا جديدقاطعوا الخنزيره قناه الصهاينه المنطقه العربيه
racisme,مرده السحل شوارع الدوحه وعلي يد ابناءها الشرفاء يرتضوا العار والانبطاح للمجوس والترك الغزاه
gender_hate,الله يلعنها ويلعن نوعيتها شوي وتبكي وتحضنه لابوك ولابو نوعيتك يالساقطه تبارك الرحمن تفو هالصوت المخيس والاسلوب الزق لعنه
identity-based,القناه تافهه وسطحيه الظاهر ماعندهم شغل مشغله الا مظاهر الناس واشكالهم اسبوع جايبين الطفل يزن والحين جايبين سطحيه وتفاهه الاعلام وين واصل هالانحطاط وربي شي يفشل
gender_hate,الله يقلع البنات الي مافي وجههن حيا يمال القوم الي تاخذتس انتي وياها
racisme,انت ايش رايك تبي الاجانب تجلس علي قلبك والشباب السعودي عاطل الشايب جد انك ذكي
identity-based,انتو اخر ناس تتكلمو العنف المدرسي نعرف نحمي اطفالنا ضرب المعلمين فاشلين تعرفو تشتغلو زين لغيتو قانون منع المعلم ضرب التلاميذ هزلت وكل المدرسات مبسوطات لانه يقدرون يطلعو حرتهم الاطفال الادعاء العام موجود نحتاج
racisme,فشلتونا انا براء مجتمع مقزز
racisme,ان يفعله الفرس سوريا شهاده للتاريخ بانهم اعداء للمسلميين وقتله ينتموا للدين اسلامي بصله
identity-based,صدق سماهم ضفادع
identity-based,سرقوا الكوره كيسكم طحالب
racisme,مجتمع فاضي وعقول سخيفه وانحطاط الفكر والاخلاق
gender_hate,اكره نوعيه البنات الي تستحقر البنتعشان اصلها لونها شكلها حالتها الماديه ياعزيزتي ترا كلنا تراب لتراب ياتراب وكلي تراب
identity-based,احمد ربي ان اكرمني بالغاء متابعتك بدري ان صرت تتميلح وتبحث الشهره واتجهت الي الليبراليه ياانك غثيث بشكل طبيعي
identity-based,الصوره اكبر تاريخك ياطحلب
gender_hate,بنات المتوسطه مشكلهالوحده تبلغ تقعد تمحن طولراحن اللي يتدرجن بالصياعه
gender_hate,صراحه الحين ابوي مشدد علي اللبس ولون العبايه ابدا تكلم كله بسبب اخواني القحاب لذلك بكتفي بالسوداء حاليا لين ينسي الموضوع
gender_hate,الله يسامح اللي سمح للحريم يدخلون الملعبمنظر مقرف
gender_hate,ذهبت تشتري فستان فاعجبها حذاء فاشترت حقيبههكذا النساءويجيك يقولابي وحده تفهمنيخل تفهم نفسها بالاول عشان تفهمك
identity-based,رجال اتفرج وهذا الفرح عالفيحا والله وهذا وهم مباراه وحده انسحبو الدوليين تبون فضايح تري عندي طحالب استرو انفسكم
racisme,لحظه لحظه علي اساس الاتراك ميتين والحمدالله انتي وامثالك ماتتابعون تركي عشان ماتكرهوننا بالاتراك وتصير مسلسلات لحجيه امثالك وعبيد كوره
racisme,انتم حمايه الروسي الشيوعي الملحد ودعم النتنياهو ياجيش ابوشحاطه احرار سوريا الشرفاء اكلوكم وخلصوا عليكم زمان حجروكم علي الساحل ياعيال الخنزيره جيش الكبسه التفت عليكم مسح فيكمالبلاطه
gender_hate,افا بنات وانا اقول البنات شحليلهم مايتخرفنون ثقال طلعتو اخس العيال
gender_hate,انا بنت اشهد معكم بذا الهاشتاق جد ان البنات خرفان
racisme,اللي يرفع ضغطك انهم متجنسات ويطالبون علي انهن سعوديات وسب وشتم واحتقار سلامات اتمني مراقبه وتتبع حساباتهم وسحب الجنسيه السعوديه منهم روحي طالبي بلدك اللي تبينه
racisme,هءلاء عملاء الصهاينه العسكر الجدد الخسيسي يستعمل مطارات العدو الصهيوني لقتل ابناء شعبه الان عجز الصهاينه وهروبهم ساحات القتال شجع هءلاء الخونه علي قتل شعوبهم بالنيابه عنهم
racisme,وانت مال اهلك قلبك علينا تشوفي بلدك
racisme,خراك يالسعودي مسويلي انك قطري يالهيس
racisme,بالضبط يبن موزه كلمات هتلر وكانه يقصد طميم الذلالذي موطنه وشعبه مذله اقدام المجوس والاتراك المحتليين لارضهوتحكم عزمي بشاره ومفتيكم القرضاوي
racisme,الهندي قاعد يثبت للمعزب ان الخروف صديقه حتي يذبحه يذبح
racisme,استفهام بعقلي الحكومه ايش تعطي الممرضات السعوديات رواتب اجي الطواري فاردات مكاويهم الكراسي ويقلبوا بجوالاتهم والفلبينيات زي النحل يلفوا المرضي ماتسمع ضحكهم الا اذا جاء خويهم وواوو الكيوت ويبداو يتميلحوا ويضحكوااتفوو
gender_hate,مره اوفر البنات اللي يصورون ويتجمعون عنده سلامات وش رموا الدين والحيا والعادات عرض الحيط الله يعافينا ابتلاهم الخفيفات
gender_hate,المتخلفين فكريا الي فاهمين التحضر والتطور انه قله حياء وانحلال خلقي وديني وانه شيء طبيعي الي سووه البنات ويقارنون بحوادث حدثت اشباه رجال امثالهم واشتغلو بالهشتاق مسوقين لبايع الكليجا عيب عيب عيب وشيء مقرف توصلون للمرحله هذيافهموها
gender_hate,انت حتي الاسماء ماعرفت تنطقها وجاي تتمسخر علي البنات علي الاقل يعرفون ينطقون يعرفون يحللون مااستخفوا دمهم مثلك ومثل وجهك الغثيث اللي يجيب حومه الكبد بعدين استرجل ياللي تحب الكوره يالفله انت
identity-based,لصاحب طول بالك معيهناك معادله بسيطه يجب ان تفهمها انت المعادله تقول ضفعه الاخوان ضفعه اليهود الناتج بتجيكم الاختبار اخر سنه تنسونها
gender_hate,يالله خير شر اعتقد انتهينا نظام تدور الشهره علي ظهور البنات عهد ابراهيم صالح ناهيتكم الاسلوب الوضيع بالطرح وكانه اسلوببالله فكونا تكفون هالاشكال وبعد يومين تصايحون علينا تريند حمله تبليك مشاهير وجعلتوا الحمقي مشاهير
gender_hate,الله يقطع بليس البنات احرموني الروحه للجنادريه گنت باروح لاني احلي بتگه او تگتين اتوگل الله وادق اللطمه
gender_hate,قسم بالله شكلو عادي جددا مو لدرجه الوساامهياخروفات
identity-based,اني صغري اشجع بوكاجونيورز لكني اكره الغريم التقليدي ريفربليت واتمني عودتهم باسرع وقت للاسف اكثر المشجعين بلا اخلاق وكرهونا كره القدم
gender_hate,عمي بعينك انتي وياها قليلات الادب فصختوا الحياء عشانه حلو طيب وحلو وبعدين الولد متزوج او خاطب او مملك وخرب بيته بسبتكم وش بتسون مخفات قسم بالله حياء تربيه
gender_hate,قله حياه والله الولد مستحي وهن باقي شوي ويغتصبه
gender_hate,يعلايصدقون نفسهم قسم الفراشات والغوازي
gender_hate,اول كنا نقول الشباب خرفان ندري ان البنات نعاج
gender_hate,ايه المشكله البنات ماعاد يستحن الي قاهرني يعني ماتربو تربيتهم
identity-based,تنسحب البطوله منكم ان شاء الله بيي وبناقشك زين دخيلك تطلعلي اعذار ويهك لانه السبب الوحيد بسحب البطوله هيه دعمكم للارهاب ياا ارهابي الحمدين
identity-based,يهدا لـ اعـ ـلام بال حتي ياتوا بالفريق حقق كاس ولي العهد الاخير اتعس فتره عاشها سنوات الضياع ارضا يحرقون ارض الاتحاد ليزرعوا يناسبهم حصاده جديد ان انكشفوا
identity-based,زوران الي مصخرنا وسيد الانديه المتذيله علينا زوران الي انقذه ايالا نقطه زوران الي سبب مشاكل واتهم حسين علشان ابن جلدته حسين ومازال التمصخر الانديه الهابطه مستمر بسبب غباء زوران الي سيدها علينا كارينو حماسي جالد الصغار والكبار والا الظاهر عجبتكم مصخره الانديه
identity-based,قلت انت طيب خساره تشجع
gender_hate,الله يرحم ايام كانت البنت طالعه لامهابتعرف تطبخ طالعه لابوها بدخن وبتارجلونفس الشوارب
identity-based,اعقل يافقرواي لايجلدونك زي ناديك
racisme,الهندي قاعد يثبت للمعزب ان الخروف صديقه حتي يذبحه بابا خلي خاروف مسكين
identity-based,وع طعس بدوي ريحه
gender_hate,استحو استحو الدنياء ماهي نافعتكمطلعتم يالحريم خوريفماع
racisme,مجانين شعب ناشف مو شايف خير وعينه فارغه هه
racisme,اخي اي ملك عرب واي بطيخ تخسي الا انت وال سلول
gender_hate,العام اشوفه يبيع ويسترزق الله حاله حال نفسه سالفه التصوير والتشهير قله ادب اللي قاعد يصير البنات يستحو
racisme,القبض علي الارهابي قريه كرزكان محمد خلوه يخيس السجنشكرا رجال امنناامن مملكتنا خط احمر مرتزق ايران شحوال
gender_hate,والله سلطه عشان امسك هالبنات واسجنهم بغرفه اربطهم واجيب صراصير افكها عليهم الين يقولون عقلنا او يجنون مره وحده قله حيا
identity-based,اهو ينفع كدا باقه تخلص كدالا لاكوسوم ام ان
identity-based,اخونجي يقدر الا علي النباح
identity-based,اخونجيه الفقر
identity-based,احنا رءيسنا يلبس الي عايزه والي عنده مرشد منقلب يلمه والسلام عليكم ورحمه الله وبركاته
identity-based,وش تصاريح البزران طقني طقيته سبني سبيته اكبر هاذي بيءه الاهلي تتغير
gender_hate,قليلات ادب
identity-based,واضح شفناكم اسيا وفي الدوري تنعدون بالاصابع انتو جمهور فوز فقط
gender_hate,بديت اكتشف ان البنات استخفو كنهم ماشافو رجال انهم بمجاعه الله لايبلانا اثقلو وصلتم لمرحله تفشل وش يقولون الناس عنكم لحووج ماقد شافو رجال الومهم لاقالو ماعاد حيا
gender_hate,ودي اعرف البنات اللي مجتمعين وين ابوهم امهم اخوانهم وش قلت الحياء
racisme,زي الوضع اللي الصخله فوز الفهد والصخله الثانيه شيلاء سبتشعب مشفوح الاخر حلو اعترضنا تو متش اللي يصير
gender_hate,الرجاله ملهاش امان
gender_hate,فضحتونا يابنات مو للدرجهه
gender_hate,قليلات ادب مشفوحات فشلتنا الله يفشلكن
identity-based,يزعلون اذا قلنا ضفادعع
identity-based,هووه انتم ملعب مو مستنقع ليل وربي اكثر حيوان مظلوم الاسد
identity-based,اقرا التاريخ ياطحلب لاتتكلم علي اسيادك
gender_hate,ازفت اشي تشوف بنتين بيتمايعو قدامك يع
gender_hate,اما الهنديه جلطتني سالفتها زينهاهي وغمزتهاعلي الاقل بناتنا يوم انهبلوا انهبلوا علي ولدنامنا وفينامو امريكيه وهنديهصح عيب اللي سووه ولدناانا اوجعني قلبي علي سالفه بايع الكليجايوم شفت الخبربالعربيهبكرا بتصيرزي سالفه ايفانكا
identity-based,تقريبا علشان بتوع النصره المرتزقه اللي دفع دم قلبه عليهم
racisme,متبصش عالصوره اللي ورا اوعي تاخد بالك السعوديه المهم الخليفه غان
gender_hate,بنات بلا قله حيا استحوا علي وجيكم زوجي يلا انت وياها مناك
racisme,يومهم الهنديات متخلفات وسليطات قرف يقرفهم
gender_hate,احا علي الرجاله طيب ولما تريح نفسها بايدها انت فوقيها بتعمل ايه بتتفرج وتهيج عليها كسم كده
identity-based,الاغلب الاطباء العرب يسحب رجوله ويجي متاخر يحترم المرضي حتي والاداره كذالك كانها خايفه تعاقبه
racisme,الهندي يثبت للمعزب ان الخروف صديقه عشان مايذبحه
gender_hate,درامات البنات ام جلحات الوراء استاذمعانا نايمههلا معاكم طيب اذكري واحدهه ادوات التعجباشياشي عليكي انتي اطلعي بره حيوانه
identity-based,دام اللوبي القذر شغال كرتنا وتروح تلاعب الدلال اساسين المنتخب ولن احضرولا يشرفني احضر وعاد بلوتو مكمل الناقص
gender_hate,والله تري مااشوف داعي يوم البنات طايحين عليهوتري قسم عيب وقلت حياءاللي جالسه تتغزل وبجماله استحت حتي بالله الكلام تقدرين تقولينه قدام اخوك وابوك اذا كنتي عادي تقدرين وعادي عندهم يسمعونه منكاسمحي ان اللي عندك ماهم رجال ولاعرفو يربونك
racisme,سوريا واليمن وقطر وليبيا وفلسطين ممنوع يحجوا لانهم اختلفوا معهم بالسياسه الله اكبر اليهود ماعملوها
racisme,بالفعل شر البليه يضحك انتم اخر يتكلم الكرامه عديمين المروءه دمرتم وساعدتم الاخر سحق جميل وطني تف عليكم وصمت عار الزمان عدو الانسانيه
racisme,امه ضحكت جهلها الامم
gender_hate,اي زباله طالعين هاالمعفنات
identity-based,تتكلم الدوري معروفين الطحالب سنه دوري
gender_hate,الحين اللي يصير منجدكم انتم الشباب تخق البنات تقول فشلونا ولما البنات تخق الشباب قالو وفشلونا هيه تري كلكم غلطانين محداحسن احد عييب والله عييب فشلتونا العربان وش المهزله تبالكم جميعا جد ناس تافقهه الحمدلله والشكر مالت عليكم كلكم
racisme,ابو بلاش كتر وكتر السرقه الغاز غاز اليمن ولد زايد ولد سلمان وابوه حاربهم علشان عينهم علي خير اليمن الحراميه وش اترجي منهم الود ودهم يسرقون قطر والخليج كله امعصي علي شواربهم اللي مب علي راجل بطونهم الشق
gender_hate,تفاعلو كلاب وكلبات تفو عليكمهذي الكلبه للبيع
religion_hate,الهه الكفار
gender_hate,يوم جت قصه التعنيف خربو العيال والبنات اول ينضربو اذا غلطو وطلعو الحمدلله ناس سويين ومءدبين ومحترمين وربو اجيال ترفع الراس حاليا التعنيف والبلبله والفضايح طلع جيل الله يستر احترام ادب ومخدرات والعيال ناعمين والبنات العكس
identity-based,ليش تقول خدمي ثمن كلامكانتوا كذه يـ تطولون السنتكم وتنسون ان الناس تعرف ترد
racisme,طيب خلينا ماستحيتي نفسك وانتي تكذبين وتقولين انسابكم سعوديين يمنيه ياوصخه ياشرذمه الله مايحب الكذاب ليش التلزق والاحتكاك والكذب ياحفيده ابرهه
racisme,وش فيهم الباكستانيين يابهم جمال بعدين شدخل بنات القصيم الجنادريه بالرياض واغلب هاللي مصورين ويراكضون وراه بناتهم
gender_hate,خيبتنا الرجال فالنساء ناقصات عقل دينمن لبنا الجربوني الي اسراءالجعابيص الي
gender_hate,الرجال صاير يستحي اكثر منهم المصيبه اللي طالع صوتها وربي كبيره وشكلها متزوجه ومخلفه يع وش هالوقاحه
racisme,مصريه شرموطه جوزها مسافر وكسها تعبان تغوي ابوه يلحس كسها وينيكها بعنفولا اروع يفوتكم
gender_hate,تو متش ترند بعدين اللي يسبون البنات ههي ترا سووا شي عشان علقوا وقالوا جميل حسستوني انهم متصورين بحضنه
gender_hate,الحياء شعبه الايمان لكنه انعدم وللاسسف بوقتنا الحالي الرجال يبيع وبحاله وانتم تلاحقونه اللهم تءاخذنا فعل السفاء منا تبلانا يارب العالمين
racisme,شعب مريض نفسي حتي بالتويتر الكل شايف نفسهوعند البنات خرفان وعندي شيوخ ملطلطين
gender_hate,صح ان الله جميل يحب الجمال موكذا يابنات الله يهديكم اثقلو فضحتونا
identity-based,ههذا رءيس الهيءه ماله شغل الانديه شغل البطوله ويخلي الانديه تتنافس بعضها ااكد ان النهاءي الباطن والفيصلي ثق ان النهاءي الكبير الاتحاد والصغير
identity-based,وشفيهم الزهارنه قولك وجه العنز
identity-based,انا اروح الجنادريه بسبب هالمصخره تجمعوا كانهم ذبان خيلوا واستحوا شي
gender_hate,حريم قحيب ذابحتها المحنه
religion_hate,بفكر اعمل جروب كفر وفجور كافر كافره ملكه مسيحيهمنقباتلو وصل رتويت هعمل الحروب واضيفكم مفيش دخول للجروب
racisme,ـ ـ ـ
gender_hate,حسبي الله فشلتونا حسستوني ماعمركم شفتو احد حلوو مسخره والله ماعاد حيا الرجال استحي وانت وقحات حطو نفسكم مكان حرمتوو تافهات
identity-based,فضيحه الخوان المسلمين علي قناه عزمي بشاره مناظره الاخوانجي الحمساوي ومحلل اسراءيلي ليرد
gender_hate,الله يبثر هالبنات ازعجونا ايام اعرف الاهل فينهم دا الاشكال
